# Simulation data based on MVM Measurements: https://github.com/MechanicalVentilatorMilano/MVMAnalysis
0.000000000000000000e+00	2.347599999999999909e+00	2.432201887790120143e+00	8.460188779012016436e-02
5.000000000000000104e-03	1.822140000000000093e+00	1.856495989575320582e+00	3.435598957532053771e-02
1.000000000000000021e-02	9.362800000000000011e-01	9.649835257073626771e-01	2.870352570736263431e-02
1.499999999999999944e-02	-4.307210000000000205e-02	-1.561647659543852901e-02	2.745562340456147304e-02
2.000000000000000042e-02	-4.691460000000000075e-01	-4.446515649238059753e-01	2.449443507619403909e-02
2.500000000000000139e-02	-1.745770000000000099e-01	-1.529412673936227929e-01	2.163573260637721360e-02
2.999999999999999889e-02	1.772130000000000094e-01	1.965474618796719808e-01	1.933446187967198179e-02
3.500000000000000333e-02	1.887260000000000049e-01	2.066066671578781766e-01	1.788066715787817867e-02
4.000000000000000083e-02	1.041080000000000061e-01	1.213560037221869808e-01	1.724800372218697822e-02
4.499999999999999833e-02	7.553219999999999379e-02	9.239271537318126393e-02	1.686051537318127361e-02
5.000000000000000278e-02	6.138289999999999719e-02	7.787640281494960515e-02	1.649350281494960796e-02
5.500000000000000028e-02	6.693159999999999388e-02	8.313935724258292304e-02	1.620775724258292916e-02
5.999999999999999778e-02	9.828199999999999437e-02	1.144326464365644780e-01	1.615064643656448362e-02
6.500000000000000222e-02	1.177030000000000021e-01	1.337064887411380798e-01	1.600348874113808814e-02
7.000000000000000666e-02	1.336549999999999960e-01	1.497472730424080634e-01	1.609227304240807774e-02
7.499999999999999722e-02	1.576529999999999876e-01	1.738723912087839218e-01	1.621939120878392732e-02
8.000000000000000167e-02	1.656990000000000129e-01	1.821503086695051010e-01	1.645130866950509849e-02
8.500000000000000611e-02	1.495380000000000043e-01	1.661484615463537928e-01	1.661046154635379551e-02
8.999999999999999667e-02	1.099340000000000039e-01	1.264456002907664578e-01	1.651160029076645733e-02
9.500000000000000111e-02	7.851460000000000383e-02	9.477218681133153799e-02	1.625758681133154110e-02
1.000000000000000056e-01	7.345140000000000002e-02	8.959090920019095738e-02	1.613950920019095389e-02
1.049999999999999961e-01	8.385529999999999373e-02	9.984867396170099552e-02	1.599337396170100872e-02
1.100000000000000006e-01	9.425909999999999844e-02	1.102400942684843566e-01	1.598099426848435464e-02
1.150000000000000050e-01	1.183960000000000012e-01	1.024727472254464006e-01	-1.592325277455359719e-02
1.199999999999999956e-01	1.369150000000000089e-01	1.210157035460578678e-01	-1.589929645394213761e-02
1.250000000000000000e-01	1.462090000000000056e-01	1.621191407549512076e-01	1.591014075495120889e-02
1.300000000000000044e-01	1.559889999999999888e-01	1.720076459792101164e-01	1.601864597921013461e-02
1.350000000000000089e-01	1.548100000000000032e-01	1.708698623268589400e-01	1.605986232685894383e-02
1.400000000000000133e-01	1.354579999999999951e-01	1.517042893003900939e-01	1.624628930039008837e-02
1.449999999999999900e-01	1.111130000000000034e-01	1.274673554369819828e-01	1.635435543698197935e-02
1.499999999999999944e-01	9.939169999999999949e-02	1.157607887148720677e-01	1.636908871487207165e-02
1.549999999999999989e-01	9.488340000000000662e-02	1.109764555899554472e-01	1.609305558995543714e-02
1.600000000000000033e-01	9.099930000000000518e-02	1.069364359483432059e-01	1.593713594834320763e-02
1.650000000000000078e-01	8.808620000000000339e-02	7.209107675023965212e-02	-1.599512324976034780e-02
1.700000000000000122e-01	8.732320000000000360e-02	7.129056977337186463e-02	-1.603263022662814244e-02
1.750000000000000167e-01	9.321880000000000444e-02	7.719507152393485783e-02	-1.602372847606514314e-02
1.799999999999999933e-01	1.117380000000000040e-01	9.575841331111148436e-02	-1.597958668888851616e-02
1.849999999999999978e-01	1.243609999999999993e-01	1.402605332152886408e-01	1.589953321528863803e-02
1.900000000000000022e-01	1.268579999999999985e-01	1.427750470160008833e-01	1.591704701600088825e-02
1.950000000000000067e-01	1.279679999999999984e-01	1.439425015601545343e-01	1.597450156015452552e-02
2.000000000000000111e-01	1.277600000000000124e-01	1.438219756709939734e-01	1.606197567099395401e-02
2.050000000000000155e-01	1.281059999999999977e-01	1.442229365066543534e-01	1.611693650665435226e-02
2.099999999999999922e-01	1.233899999999999997e-01	1.394308182335913249e-01	1.604081823359131825e-02
2.149999999999999967e-01	1.079920000000000047e-01	1.240158497760109335e-01	1.602384977601093233e-02
2.200000000000000011e-01	8.316170000000000506e-02	9.908059829608030500e-02	1.591889829608029647e-02
2.250000000000000056e-01	8.302299999999999958e-02	9.895808319858810653e-02	1.593508319858810349e-02
2.300000000000000100e-01	9.606249999999999512e-02	1.119578611070679575e-01	1.589536110706795541e-02
2.350000000000000144e-01	9.925299999999999401e-02	8.315317357507552576e-02	-1.609982642492446478e-02
2.399999999999999911e-01	1.014029999999999931e-01	8.518252501563124135e-02	-1.622047498436875179e-02
2.449999999999999956e-01	1.163150000000000017e-01	1.001184170266001955e-01	-1.619658297339980624e-02
2.500000000000000000e-01	1.222799999999999998e-01	1.059819746862196849e-01	-1.629802531378031147e-02
2.550000000000000044e-01	1.140960000000000030e-01	9.800177750335974103e-02	-1.609422249664026194e-02
2.600000000000000089e-01	1.136100000000000027e-01	9.762357948909031191e-02	-1.598642051090969074e-02
2.650000000000000133e-01	1.132640000000000036e-01	9.733729542677874158e-02	-1.592670457322125505e-02
2.700000000000000178e-01	1.057730000000000059e-01	8.973985073966729564e-02	-1.603314926033271373e-02
2.750000000000000222e-01	1.011949999999999933e-01	8.520310017269203118e-02	-1.599189982730796211e-02
