time 	 p1 	 p2 	 dp
1588992466.028959 	 0.034356 	 -0.005975 	 -0.040331
1588992466.101830 	 0.041824 	 0.012697 	 -0.029128
1588992466.114022 	 0.038339 	 -0.002490 	 -0.040829
1588992466.121409 	 0.030870 	 -0.002490 	 -0.033360
1588992466.129214 	 0.030621 	 0.006722 	 -0.023900
1588992466.142725 	 0.028132 	 -0.007967 	 -0.036098
1588992466.154468 	 0.028132 	 -0.010456 	 -0.038588
1588992466.171349 	 0.052032 	 -0.004979 	 -0.057011
1588992466.290742 	 0.038090 	 -0.007718 	 -0.045808
1588992466.364932 	 0.034605 	 -0.009460 	 -0.044065
1588992466.376800 	 0.020663 	 -0.022406 	 -0.043069
1588992466.498771 	 0.017676 	 -0.008216 	 -0.025891
1588992466.601288 	 0.034356 	 0.010456 	 -0.023900
1588992466.703272 	 0.011452 	 -0.033858 	 -0.045310
1588992466.806950 	 0.021659 	 -0.004232 	 -0.025891
1588992466.908796 	 0.058255 	 -0.001743 	 -0.059998
1588992467.012796 	 0.026389 	 -0.017925 	 -0.044314
1588992467.112493 	 0.024896 	 0.001992 	 -0.022904
1588992467.213355 	 0.049542 	 -0.027136 	 -0.076678
1588992467.311461 	 0.054770 	 -0.014688 	 -0.069458
1588992467.408087 	 0.047053 	 -0.012448 	 -0.059500
1588992467.506881 	 0.052778 	 0.012697 	 -0.040082
1588992467.605145 	 0.047550 	 0.006224 	 -0.041327
1588992467.706071 	 0.038588 	 0.030124 	 -0.008464
1588992467.807509 	 0.044812 	 -0.001743 	 -0.046555
1588992467.909978 	 0.047550 	 0.007469 	 -0.040082
1588992468.011929 	 0.054023 	 -0.005726 	 -0.059749
1588992468.116208 	 0.033858 	 0.001494 	 -0.032364
1588992468.221624 	 0.049293 	 0.006971 	 -0.042322
1588992468.303152 	 0.050289 	 0.007220 	 -0.043069
1588992468.377584 	 0.051534 	 0.018921 	 -0.032613
1588992468.490294 	 0.044563 	 -0.002739 	 -0.047301
1588992468.606255 	 0.049044 	 -0.000996 	 -0.050040
1588992468.759815 	 0.037592 	 0.006473 	 -0.031119
1588992468.770535 	 0.034356 	 0.001992 	 -0.032364
1588992468.892123 	 0.032115 	 -0.002490 	 -0.034605
1588992469.012770 	 0.053525 	 -0.019170 	 -0.072695
1588992469.117290 	 0.045310 	 0.001992 	 -0.043318
1588992469.272419 	 0.055019 	 0.000000 	 -0.055019
1588992469.294889 	 0.065724 	 0.001992 	 -0.063732
1588992469.412465 	 0.060994 	 0.002739 	 -0.058255
1588992469.528032 	 0.039335 	 0.017925 	 -0.021410
1588992469.637839 	 0.043567 	 0.003236 	 -0.040331
1588992469.747554 	 0.056264 	 0.009460 	 -0.046804
1588992469.777920 	 0.087632 	 0.001992 	 -0.085641
1588992469.908477 	 0.063981 	 0.002739 	 -0.061243
1588992470.020534 	 0.063981 	 -0.005975 	 -0.069956
1588992470.133291 	 0.053525 	 -0.014190 	 -0.067716
1588992470.254889 	 0.040580 	 -0.003236 	 -0.043816
1588992470.278730 	 0.042322 	 0.003485 	 -0.038837
1588992470.405585 	 0.073940 	 0.022904 	 -0.051036
1588992470.519984 	 0.053276 	 -0.001992 	 -0.055268
1588992470.625500 	 0.045808 	 0.005228 	 -0.040580
1588992470.730398 	 0.054272 	 -0.000996 	 -0.055268
1588992470.829248 	 0.054521 	 0.011950 	 -0.042571
1588992470.930254 	 0.050787 	 -0.009460 	 -0.060247
1588992471.032142 	 0.089873 	 0.005726 	 -0.084147
1588992471.141669 	 0.072197 	 0.022406 	 -0.049791
1588992471.236554 	 0.079915 	 0.023900 	 -0.056015
1588992471.270190 	 0.034107 	 -0.036347 	 -0.070454
1588992471.371598 	 0.073940 	 0.012946 	 -0.060994
1588992471.481891 	 0.064230 	 0.017676 	 -0.046555
1588992471.584551 	 0.073193 	 0.024398 	 -0.048795
1588992471.687288 	 0.046306 	 0.003485 	 -0.042820
1588992471.790349 	 0.034854 	 -0.004481 	 -0.039335
1588992471.893940 	 0.042322 	 0.016929 	 -0.025393
1588992471.999104 	 0.015435 	 -0.014688 	 -0.030124
1588992472.104067 	 0.018174 	 -0.019667 	 -0.037841
1588992472.209866 	 0.038588 	 -0.027634 	 -0.066222
1588992472.309129 	 0.043318 	 0.017925 	 -0.025393
1588992472.416513 	 0.057758 	 0.029128 	 -0.028630
1588992472.523972 	 0.043069 	 0.013195 	 -0.029875
1588992472.624903 	 0.058007 	 0.009958 	 -0.048048
1588992472.731209 	 0.060247 	 0.001245 	 -0.059002
1588992472.838067 	 0.056264 	 0.017178 	 -0.039086
1588992472.938238 	 0.050538 	 0.039335 	 -0.011203
1588992472.968847 	 0.061741 	 -0.024398 	 -0.086138
1588992473.079761 	 0.041824 	 -0.031119 	 -0.072944
1588992473.188002 	 0.055766 	 -0.015933 	 -0.071699
1588992473.296386 	 0.064479 	 0.032613 	 -0.031866
1588992473.404609 	 0.059251 	 0.039584 	 -0.019667
1588992473.505045 	 0.088628 	 0.046306 	 -0.042322
1588992473.613818 	 0.069707 	 0.031617 	 -0.038090
1588992473.722758 	 0.055019 	 0.011701 	 -0.043318
1588992473.831711 	 0.095848 	 0.040829 	 -0.055019
1588992473.942715 	 0.069956 	 0.011203 	 -0.058753
1588992473.991429 	 0.063235 	 0.001245 	 -0.061990
1588992474.078653 	 0.066471 	 0.027634 	 -0.038837
1588992474.189330 	 0.067467 	 0.025891 	 -0.041575
1588992474.300660 	 0.067716 	 0.017676 	 -0.050040
1588992474.411823 	 0.057509 	 0.002739 	 -0.054770
1588992474.514606 	 0.041575 	 0.019418 	 -0.022157
1588992474.625480 	 -0.237254 	 -0.242482 	 -0.005228
1588992474.740815 	 -1.274899 	 -1.515887 	 -0.240989
1588992474.794794 	 -2.578428 	 -2.886634 	 -0.308206
1588992474.913497 	 -4.599445 	 -4.618366 	 -0.018921
1588992475.024175 	 -6.550008 	 -6.823361 	 -0.273353
1588992475.143543 	 -9.952726 	 -10.370971 	 -0.418245
1588992475.166714 	 -11.433262 	 -11.463634 	 -0.030373
1588992475.288555 	 -13.060432 	 -13.092299 	 -0.031866
1588992475.405843 	 -13.183167 	 -13.193125 	 -0.009958
1588992475.515647 	 -13.102755 	 -13.113460 	 -0.010705
1588992475.625145 	 -11.659064 	 -11.650600 	 0.008464
1588992475.727973 	 -11.403138 	 -11.424797 	 -0.021659
1588992475.839735 	 -10.468312 	 -10.474287 	 -0.005975
1588992475.943199 	 -9.157066 	 -9.150593 	 0.006473
1588992475.974277 	 -8.192863 	 -7.867976 	 0.324886
1588992476.089544 	 -6.004050 	 -6.017493 	 -0.013444
1588992476.202504 	 -5.867871 	 -5.880568 	 -0.012697
1588992476.307124 	 -5.195692 	 -5.203908 	 -0.008216
1588992476.420058 	 -4.400779 	 -4.418206 	 -0.017427
1588992476.532779 	 -4.907154 	 -5.062502 	 -0.155348
1588992476.638404 	 -9.698045 	 -9.878538 	 -0.180492
1588992476.747978 	 -13.264078 	 -13.302417 	 -0.038339
1588992476.780115 	 -13.579255 	 -13.576018 	 0.003236
1588992476.906324 	 -14.115006 	 -14.166789 	 -0.051783
1588992477.020182 	 -15.406336 	 -15.439696 	 -0.033360
1588992477.136570 	 -16.561986 	 -16.588873 	 -0.026887
1588992477.251935 	 -16.392945 	 -16.438255 	 -0.045310
1588992477.284479 	 -16.343652 	 -16.376763 	 -0.033111
1588992477.403384 	 -14.897223 	 -14.658226 	 0.238997
1588992477.510743 	 -9.561120 	 -9.236731 	 0.324388
1588992477.626502 	 -4.550401 	 -4.780435 	 -0.230034
1588992477.736738 	 -1.452653 	 -1.644597 	 -0.191944
1588992477.846039 	 1.197474 	 1.278135 	 0.080661
1588992477.878628 	 1.704844 	 1.342366 	 -0.362479
1588992478.008535 	 1.746420 	 1.174819 	 -0.571601
1588992478.127778 	 1.651568 	 0.997563 	 -0.654005
1588992478.183076 	 2.052635 	 1.704098 	 -0.348537
1588992478.308617 	 8.303150 	 8.110956 	 -0.192193
1588992478.429102 	 10.739922 	 10.659510 	 -0.080412
1588992478.541776 	 11.632924 	 11.570685 	 -0.062239
1588992478.602373 	 11.333929 	 11.296088 	 -0.037841
1588992478.690282 	 11.625704 	 11.516164 	 -0.109540
1588992478.801539 	 12.416386 	 12.249088 	 -0.167298
1588992478.915013 	 10.704819 	 10.696853 	 -0.007967
1588992479.026728 	 8.519492 	 8.523724 	 0.004232
1588992479.130835 	 7.138040 	 7.082274 	 -0.055766
1588992479.243076 	 6.340388 	 6.175829 	 -0.164559
1588992479.266758 	 5.922890 	 5.898991 	 -0.023900
1588992479.383287 	 4.524510 	 4.486171 	 -0.038339
1588992479.495736 	 1.884092 	 1.839778 	 -0.044314
1588992479.607542 	 0.404801 	 0.435920 	 0.031119
1588992479.712229 	 0.169787 	 0.189953 	 0.020165
1588992479.826258 	 0.010705 	 0.012199 	 0.001494
1588992479.932656 	 -0.250200 	 -0.172277 	 0.077923
1588992480.046661 	 -1.046109 	 -0.593509 	 0.452600
1588992480.070779 	 -1.270916 	 -0.713256 	 0.557659
1588992480.189239 	 -3.749512 	 -3.314837 	 0.434676
1588992480.303256 	 -10.579844 	 -10.709799 	 -0.129955
1588992480.409758 	 -13.304159 	 -13.371875 	 -0.067716
1588992480.524843 	 -14.974648 	 -14.991826 	 -0.017178
1588992480.632271 	 -15.229080 	 -15.201446 	 0.027634
1588992480.748429 	 -14.984357 	 -14.963694 	 0.020663
1588992480.772555 	 -14.729427 	 -14.767019 	 -0.037592
1588992480.898056 	 -13.886216 	 -13.896921 	 -0.010705
1588992481.013223 	 -13.460503 	 -13.420421 	 0.040082
1588992481.120060 	 -13.062175 	 -13.057943 	 0.004232
1588992481.236012 	 -13.073627 	 -13.094788 	 -0.021161
1588992481.343908 	 -12.874463 	 -12.883674 	 -0.009211
1588992481.368303 	 -12.660859 	 -12.654636 	 0.006224
1588992481.487611 	 -12.632976 	 -12.682767 	 -0.049791
1588992481.604888 	 -13.576018 	 -13.515024 	 0.060994
1588992481.713478 	 -13.707965 	 -13.730370 	 -0.022406
1588992481.832051 	 -13.752776 	 -13.789373 	 -0.036596
1588992481.942293 	 -10.715773 	 -11.030204 	 -0.314430
1588992481.966898 	 -8.190871 	 -8.587208 	 -0.396336
1588992482.088064 	 -1.922680 	 -2.234621 	 -0.311941
1588992482.205722 	 2.770123 	 2.669296 	 -0.100827
1588992482.314449 	 2.111886 	 1.356805 	 -0.755081
1588992482.433188 	 1.248261 	 0.478243 	 -0.770018
1588992482.543920 	 5.014204 	 4.233481 	 -0.780723
1588992482.568647 	 8.653430 	 8.400740 	 -0.252689
1588992482.690818 	 12.484848 	 12.358379 	 -0.126469
1588992482.811499 	 13.632033 	 13.573778 	 -0.058255
1588992482.933538 	 15.014979 	 14.900708 	 -0.114270
1588992483.052885 	 16.010550 	 15.938602 	 -0.071948
1588992483.087474 	 15.894537 	 15.804664 	 -0.089873
1588992483.210697 	 13.922315 	 13.867794 	 -0.054521
1588992483.330531 	 10.778759 	 10.149152 	 -0.629607
1588992483.442043 	 8.579988 	 8.526960 	 -0.053027
1588992483.467216 	 8.559325 	 8.529201 	 -0.030124
1588992483.595400 	 8.151785 	 8.080335 	 -0.071450
1588992483.716946 	 5.624642 	 5.558918 	 -0.065724
1588992483.829396 	 3.505287 	 3.497072 	 -0.008216
1588992483.943433 	 3.159738 	 3.082064 	 -0.077674
1588992483.968941 	 2.313788 	 2.250554 	 -0.063235
1588992484.095156 	 0.989596 	 1.049097 	 0.059500
1588992484.217835 	 0.633591 	 0.609442 	 -0.024149
1588992484.331402 	 0.370196 	 0.382395 	 0.012199
1588992484.445836 	 0.135432 	 0.148377 	 0.012946
1588992484.471224 	 0.076180 	 0.122735 	 0.046555
1588992484.600527 	 -0.259909 	 -0.134685 	 0.125224
1588992484.714034 	 -0.992086 	 -0.570356 	 0.421730
1588992484.837079 	 -2.124085 	 -1.333154 	 0.790930
1588992484.952253 	 -12.117142 	 -11.675495 	 0.441646
1588992484.977761 	 -13.549131 	 -13.899660 	 -0.350529
1588992485.108227 	 -20.997369 	 -21.137033 	 -0.139664
1588992485.227070 	 -21.202757 	 -21.142261 	 0.060496
1588992485.346316 	 -20.332908 	 -20.250255 	 0.082653
1588992485.371984 	 -19.775498 	 -20.072750 	 -0.297252
1588992485.501489 	 -19.040333 	 -19.004235 	 0.036098
1588992485.614701 	 -18.459272 	 -18.336039 	 0.123233
1588992485.737929 	 -16.850773 	 -16.788037 	 0.062737
1588992485.852788 	 -14.922367 	 -15.011244 	 -0.088877
1588992485.878301 	 -14.344792 	 -14.439146 	 -0.094354
1588992486.007665 	 -11.964283 	 -11.805201 	 0.159082
1588992486.121542 	 -9.588256 	 -9.657216 	 -0.068961
1588992486.235542 	 -8.298171 	 -8.124400 	 0.173771
1588992486.350252 	 -7.039454 	 -7.102439 	 -0.062986
1588992486.383781 	 -6.645358 	 -6.651831 	 -0.006473
1588992486.509896 	 -5.615680 	 -5.674433 	 -0.058753
1588992486.623624 	 -4.387584 	 -4.256385 	 0.131199
1588992486.737901 	 -1.619204 	 -1.710570 	 -0.091367
1588992486.851718 	 2.630459 	 2.314286 	 -0.316173
1588992486.885111 	 2.008072 	 1.291579 	 -0.716493
1588992487.010926 	 2.978001 	 1.693143 	 -1.284857
1588992487.123980 	 3.804283 	 2.544819 	 -1.259464
1588992487.237723 	 13.719416 	 13.606889 	 -0.112528
1588992487.352338 	 14.630343 	 14.557399 	 -0.072944
1588992487.385846 	 14.269607 	 14.189942 	 -0.079666
1588992487.511571 	 13.366647 	 13.304657 	 -0.061990
1588992487.624833 	 12.640694 	 12.537876 	 -0.102818
1588992487.739409 	 12.448999 	 12.396220 	 -0.052778
1588992487.794009 	 12.711895 	 12.687996 	 -0.023900
1588992487.895503 	 14.012437 	 13.966629 	 -0.045808
1588992488.019539 	 14.980872 	 14.923612 	 -0.057260
1588992488.134314 	 13.651701 	 13.587221 	 -0.064479
1588992488.250383 	 19.805870 	 20.040635 	 0.234765
1588992488.276235 	 24.308721 	 24.418261 	 0.109540
1588992488.420171 	 24.018688 	 23.910890 	 -0.107798
1588992488.543031 	 24.523320 	 24.316438 	 -0.206882
1588992488.666030 	 23.562353 	 23.371654 	 -0.190700
1588992488.700588 	 22.607362 	 22.595163 	 -0.012199
1588992488.819339 	 20.281125 	 20.165361 	 -0.115764
1588992488.942517 	 15.842754 	 15.655789 	 -0.186965
1588992489.049237 	 16.326972 	 16.417094 	 0.090122
1588992489.083009 	 19.283562 	 19.743880 	 0.460318
1588992489.209430 	 30.395921 	 30.444965 	 0.049044
1588992489.330819 	 27.060172 	 26.687238 	 -0.372935
1588992489.445578 	 21.182841 	 20.891065 	 -0.291775
1588992489.471463 	 19.581811 	 19.741889 	 0.160078
1588992489.600613 	 16.134530 	 15.860679 	 -0.273851
1588992489.713772 	 11.423055 	 11.656824 	 0.233769
1588992489.837105 	 7.977517 	 7.715118 	 -0.262399
1588992489.951497 	 6.261220 	 6.230101 	 -0.031119
1588992489.976933 	 6.337898 	 6.300057 	 -0.037841
1588992490.104244 	 6.190268 	 6.134004 	 -0.056264
1588992490.217986 	 5.801400 	 5.783973 	 -0.017427
1588992490.341689 	 4.976363 	 4.991549 	 0.015186
1588992490.448388 	 -0.625126 	 -0.080412 	 0.544714
1588992490.482294 	 -1.432239 	 -0.749604 	 0.682635
1588992490.611107 	 -2.656600 	 -1.397385 	 1.259215
1588992490.725292 	 -12.612811 	 -13.240427 	 -0.627616
1588992490.840480 	 -15.233810 	 -15.192484 	 0.041327
1588992490.870594 	 -15.268913 	 -15.240034 	 0.028879
1588992490.993165 	 -14.469269 	 -14.248695 	 0.220574
1588992491.116619 	 -12.281203 	 -12.298381 	 -0.017178
1588992491.231072 	 -11.099164 	 -11.111363 	 -0.012199
1588992491.346121 	 -9.232001 	 -9.237976 	 -0.005975
1588992491.372169 	 -8.692764 	 -8.663637 	 0.029128
1588992491.501271 	 -7.816443 	 -7.830384 	 -0.013941
1588992491.615241 	 -6.918960 	 -6.924437 	 -0.005477
1588992491.738840 	 -2.320012 	 -2.346153 	 -0.026140
1588992491.853421 	 -1.082208 	 -1.095651 	 -0.013444
1588992491.879115 	 -0.761056 	 -0.799893 	 -0.038837
1588992492.008774 	 -0.439655 	 -0.433680 	 0.005975
1588992492.124019 	 -0.174766 	 -0.211612 	 -0.036845
1588992492.239234 	 -0.223811 	 -0.252191 	 -0.028381
1588992492.294342 	 1.741690 	 0.954245 	 -0.787445
1588992492.397846 	 1.616963 	 1.060549 	 -0.556415
1588992492.512218 	 1.832558 	 0.730434 	 -1.102124
1588992492.635127 	 4.363187 	 4.085353 	 -0.277834
1588992492.750425 	 13.659667 	 13.527223 	 -0.132444
1588992492.776200 	 13.596931 	 13.603901 	 0.006971
1588992492.905669 	 13.180927 	 13.134123 	 -0.046804
1588992493.020322 	 13.470710 	 13.373867 	 -0.096844
1588992493.135396 	 13.285488 	 13.147567 	 -0.137921
1588992493.251298 	 11.768853 	 11.632426 	 -0.136427
1588992493.285429 	 11.252272 	 11.181070 	 -0.071201
1588992493.412594 	 9.880529 	 9.727920 	 -0.152609
1588992493.526993 	 7.153724 	 7.302848 	 0.149124
1588992493.642633 	 4.993541 	 4.884001 	 -0.109540
1588992493.668583 	 4.439118 	 4.257132 	 -0.181986
1588992493.799728 	 2.192049 	 2.067323 	 -0.124726
1588992493.914409 	 0.926113 	 0.937814 	 0.011701
1588992494.039224 	 0.408535 	 0.421730 	 0.013195
1588992494.155124 	 -0.753836 	 -0.357997 	 0.395839
1588992494.180913 	 -1.260957 	 -0.722219 	 0.538739
1588992494.311321 	 -2.156947 	 -1.206436 	 0.950510
1588992494.433339 	 -8.259334 	 -8.599655 	 -0.340322
1588992494.549036 	 -10.301014 	 -10.212386 	 0.088628
1588992494.575002 	 -10.726727 	 -10.616191 	 0.110536
1588992494.704501 	 -9.402286 	 -9.476724 	 -0.074438
1588992494.819920 	 -7.666821 	 -7.725574 	 -0.058753
1588992494.935542 	 -6.766848 	 -6.794731 	 -0.027883
1588992495.051709 	 -6.475073 	 -6.492997 	 -0.017925
1588992495.086181 	 -6.485529 	 -6.459886 	 0.025642
1588992495.214897 	 -6.417315 	 -6.476815 	 -0.059500
1588992495.330273 	 -5.945545 	 -5.969196 	 -0.023651
1588992495.445952 	 -4.828982 	 -4.874789 	 -0.045808
1588992495.472100 	 -3.806025 	 -3.906603 	 -0.100578
1588992495.601539 	 -2.346153 	 -2.289889 	 0.056264
1588992495.715295 	 -1.917452 	 -1.949069 	 -0.031617
1588992495.838546 	 -1.142704 	 -1.187018 	 -0.044314
1588992495.953143 	 -0.365715 	 -0.388121 	 -0.022406
1588992495.978886 	 2.497766 	 1.959028 	 -0.538739
1588992496.108437 	 2.313042 	 1.060051 	 -1.252991
1588992496.231199 	 2.550296 	 1.244526 	 -1.305769
1588992496.346612 	 9.113001 	 9.114494 	 0.001494
1588992496.372488 	 11.055099 	 11.022486 	 -0.032613
1588992496.502549 	 10.475532 	 10.367485 	 -0.108047
1588992496.617905 	 9.394071 	 9.316397 	 -0.077674
1588992496.742262 	 8.546379 	 8.559573 	 0.013195
1588992496.849291 	 7.764162 	 7.772378 	 0.008216
1588992496.883551 	 7.723582 	 7.670057 	 -0.053525
1588992497.011399 	 7.075303 	 6.999123 	 -0.076180
1588992497.126132 	 6.270929 	 6.178567 	 -0.092362
1588992497.324879 	 4.352980 	 4.280036 	 -0.072944
1588992497.370507 	 4.207839 	 4.110995 	 -0.096844
1588992497.386276 	 4.261862 	 4.292235 	 0.030373
1588992497.599477 	 4.022118 	 3.983281 	 -0.038837
1588992497.628779 	 3.922287 	 3.838887 	 -0.083400
1588992497.824343 	 3.337990 	 3.293925 	 -0.044065
1588992497.871754 	 3.270523 	 3.193098 	 -0.077425
1588992497.887142 	 3.251104 	 3.171688 	 -0.079417
1588992498.099747 	 -0.094354 	 -0.028381 	 0.065973
1588992498.129864 	 -0.484964 	 -0.379408 	 0.105557
1588992498.328945 	 -2.605813 	 -1.558708 	 1.047105
1588992498.374630 	 -6.597310 	 -4.947733 	 1.649576
1588992498.390597 	 -7.470395 	 -7.783829 	 -0.313434
1588992498.589232 	 -11.049373 	 -11.094932 	 -0.045559
1588992498.635197 	 -10.298774 	 -10.165832 	 0.132942
1588992498.822334 	 -5.495434 	 -5.558918 	 -0.063484
1588992498.866142 	 -4.771224 	 -4.691807 	 0.079417
1588992498.901222 	 -4.285264 	 -4.267837 	 0.017427
1588992499.092411 	 -2.678757 	 -2.742987 	 -0.064230
1588992499.137518 	 -2.227650 	 -2.262504 	 -0.034854
1588992499.314224 	 -0.978891 	 -1.044616 	 -0.065724
1588992499.375861 	 -0.666204 	 -0.701555 	 -0.035352
1588992499.396146 	 -0.601227 	 -0.688112 	 -0.086885
1588992499.594324 	 -0.540730 	 -0.632346 	 -0.091615
1588992499.623364 	 -0.438410 	 -0.520814 	 -0.082404
1588992499.815616 	 0.174766 	 0.118005 	 -0.056762
1588992499.859619 	 0.483720 	 0.487703 	 0.003983
1588992499.873467 	 0.752840 	 0.599235 	 -0.153605
1588992500.078815 	 1.827579 	 0.891757 	 -0.935822
1588992500.106963 	 2.120848 	 0.991090 	 -1.129758
1588992500.298240 	 6.707846 	 6.554738 	 -0.153107
1588992500.342133 	 9.762027 	 9.940527 	 0.178501
1588992500.498070 	 10.099859 	 10.006251 	 -0.093607
1588992500.522324 	 9.780698 	 9.696053 	 -0.084645
1588992500.640606 	 9.206110 	 9.107524 	 -0.098586
1588992500.670406 	 8.799566 	 8.764464 	 -0.035103
1588992500.792516 	 7.728810 	 7.617279 	 -0.111532
1588992500.915564 	 6.523370 	 6.418809 	 -0.104561
1588992501.029535 	 5.217103 	 5.284818 	 0.067716
1588992501.144195 	 3.297659 	 3.189612 	 -0.108047
1588992501.169872 	 2.582411 	 2.448722 	 -0.133689
1588992501.299259 	 2.023507 	 2.018279 	 -0.005228
1588992501.413312 	 2.182838 	 2.153959 	 -0.028879
1588992501.536492 	 2.063340 	 2.029482 	 -0.033858
1588992501.651284 	 0.570854 	 0.579318 	 0.008464
1588992501.676677 	 0.294514 	 0.281319 	 -0.013195
1588992501.806668 	 -1.115070 	 -0.526540 	 0.588530
1588992501.920584 	 -1.464105 	 -0.793669 	 0.670436
1588992502.035200 	 -3.320314 	 -2.307316 	 1.012998
1588992502.150625 	 -9.408012 	 -9.520291 	 -0.112279
1588992502.184064 	 -9.776217 	 -9.739123 	 0.037094
1588992502.310847 	 -8.373106 	 -8.231451 	 0.141655
1588992502.425066 	 -5.853930 	 -5.958989 	 -0.105059
1588992502.540087 	 -4.071909 	 -3.975066 	 0.096844
1588992502.594516 	 -3.184882 	 -3.241395 	 -0.056513
1588992502.696343 	 -2.218937 	 -2.261508 	 -0.042571
1588992502.819852 	 -1.705591 	 -1.652813 	 0.052778
1588992502.933324 	 -0.876073 	 -0.931590 	 -0.055517
1588992503.048364 	 -0.692095 	 -0.721970 	 -0.029875
1588992503.073874 	 -0.677407 	 -0.707281 	 -0.029875
1588992503.202817 	 -0.533511 	 -0.578323 	 -0.044812
1588992503.316527 	 0.252191 	 0.293269 	 0.041078
1588992503.439722 	 1.244029 	 0.770765 	 -0.473264
1588992503.554326 	 2.007076 	 0.871343 	 -1.135733
1588992503.579828 	 2.285657 	 1.043371 	 -1.242286
1588992503.709224 	 2.719336 	 1.679949 	 -1.039387
1588992503.823166 	 10.147907 	 10.078199 	 -0.069707
1588992503.937789 	 9.930818 	 9.847169 	 -0.083649
1588992504.053196 	 8.916326 	 8.846121 	 -0.070205
1588992504.087056 	 8.731104 	 8.700731 	 -0.030373
1588992504.213597 	 8.631024 	 8.570279 	 -0.060745
1588992504.327321 	 7.761672 	 7.679268 	 -0.082404
1588992504.443433 	 6.843775 	 6.886097 	 0.042322
1588992504.469058 	 6.614239 	 6.598305 	 -0.015933
1588992504.596849 	 6.487520 	 6.457397 	 -0.030124
1588992504.710367 	 6.093176 	 6.040895 	 -0.052281
1588992504.833324 	 5.362990 	 5.356020 	 -0.006971
1588992504.947357 	 4.786908 	 4.675874 	 -0.111034
1588992504.972814 	 4.501606 	 4.387086 	 -0.114519
1588992505.101766 	 1.319213 	 1.879611 	 0.560398
1588992505.214877 	 -0.107798 	 0.015684 	 0.123482
1588992505.336570 	 -1.679700 	 -0.916404 	 0.763296
1588992505.457759 	 -2.324743 	 -1.469582 	 0.855161
1588992505.491938 	 -4.636539 	 -3.899383 	 0.737156
1588992505.615309 	 -10.171807 	 -10.126248 	 0.045559
1588992505.735656 	 -7.555538 	 -7.447989 	 0.107549
1588992505.855626 	 -5.273864 	 -5.415769 	 -0.141904
1588992505.889681 	 -4.488411 	 -4.566334 	 -0.077923
1588992506.014085 	 -3.207786 	 -3.287203 	 -0.079417
1588992506.126919 	 -2.358849 	 -2.325987 	 0.032862
1588992506.239610 	 -1.066026 	 -1.168097 	 -0.102072
1588992506.293337 	 -0.651515 	 -0.727696 	 -0.076180
1588992506.392174 	 -0.588779 	 -0.624877 	 -0.036098
1588992506.512743 	 -0.580065 	 -0.596496 	 -0.016431
1588992506.624020 	 -0.622886 	 -0.663963 	 -0.041078
1588992506.736313 	 -0.740392 	 -0.777736 	 -0.037343
1588992506.849019 	 -1.005779 	 -1.015986 	 -0.010207
1588992506.882278 	 -1.301537 	 -1.341619 	 -0.040082
1588992507.006890 	 -0.901217 	 -0.979140 	 -0.077923
1588992507.118949 	 -0.155846 	 -0.212359 	 -0.056513
1588992507.239818 	 1.221623 	 0.892753 	 -0.328870
1588992507.352098 	 2.827881 	 1.701608 	 -1.126273
1588992507.377081 	 3.072853 	 1.704595 	 -1.368257
1588992507.505931 	 2.740249 	 1.473316 	 -1.266932
1588992507.618831 	 9.544938 	 9.470500 	 -0.074438
1588992507.741004 	 8.737327 	 8.649695 	 -0.087632
1588992507.854249 	 7.688978 	 7.600101 	 -0.088877
1588992507.879518 	 7.430562 	 7.364091 	 -0.066471
1588992508.005226 	 6.791992 	 6.731247 	 -0.060745
1588992508.118364 	 6.001062 	 5.977411 	 -0.023651
1588992508.240561 	 5.743892 	 5.693354 	 -0.050538
1588992508.354051 	 5.600493 	 5.527052 	 -0.073442
1588992508.379317 	 5.342327 	 5.317183 	 -0.025144
1588992508.505282 	 4.546418 	 4.497125 	 -0.049293
1588992508.619567 	 3.734077 	 3.639972 	 -0.094105
1588992508.742015 	 1.887826 	 1.812144 	 -0.075682
1588992508.847160 	 0.881550 	 0.817568 	 -0.063981
1588992508.881014 	 0.556913 	 0.542473 	 -0.014439
1588992509.007366 	 -0.352271 	 -0.163066 	 0.189206
1588992509.120058 	 -1.312491 	 -0.656743 	 0.655748
1588992509.242389 	 -1.966247 	 -1.074988 	 0.891259
1588992509.353389 	 -7.350648 	 -7.429815 	 -0.079168
1588992509.387435 	 -8.266304 	 -8.268296 	 -0.001992
1588992509.518229 	 -8.675089 	 -8.642973 	 0.032115
1588992509.635211 	 -7.385003 	 -7.281438 	 0.103565
1588992509.758999 	 -5.213866 	 -5.129470 	 0.084396
1588992509.794034 	 -4.497373 	 -4.533472 	 -0.036098
1588992509.912574 	 -3.873741 	 -3.917059 	 -0.043318
1588992510.036657 	 -3.114677 	 -3.196085 	 -0.081408
1588992510.152417 	 -3.559560 	 -3.502051 	 0.057509
1588992510.177734 	 -4.122945 	 -4.146596 	 -0.023651
1588992510.307784 	 -3.207288 	 -3.102727 	 0.104561
1588992510.421833 	 -2.433536 	 -2.484572 	 -0.051036
1588992510.536397 	 -2.272711 	 -2.250554 	 0.022157
1588992510.650188 	 -2.193792 	 -2.221924 	 -0.028132
1588992510.684526 	 -2.213460 	 -2.294121 	 -0.080661
1588992510.810382 	 -3.546863 	 -3.513254 	 0.033609
